Date,New Cases,Lockdown,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14
30-01-2020,0.0,0.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0,52.0,50.0,43.0,47.0,58.0,50.0,70.0
31-01-2020,0.0,0.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,15.0,15.0,14.0,14.0,14.0,14.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0,52.0,50.0,43.0,47.0,58.0,50.0
01-02-2020,0.0,0.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,15.0,15.0,14.0,14.0,14.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0,52.0,50.0,43.0,47.0,58.0
02-02-2020,0.0,0.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,15.0,15.0,14.0,14.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0,52.0,50.0,43.0,47.0
03-02-2020,0.0,0.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,15.0,15.0,14.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0,52.0,50.0,43.0
04-02-2020,0.0,0.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,15.0,15.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0,52.0,50.0
05-02-2020,0.0,0.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,15.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0,52.0
06-02-2020,0.0,0.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,14.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0,42.0
07-02-2020,0.0,0.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,14.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0,34.0
08-02-2020,0.0,0.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0,34.0
09-02-2020,0.0,0.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,19.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0,40.0
10-02-2020,0.0,0.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,18.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0,50.0
11-02-2020,0.0,0.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,16.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0,57.0
12-02-2020,0.0,0.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,16.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0,44.0
13-02-2020,0.0,0.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0,42.0
14-02-2020,0.0,0.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,16.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0,44.0
15-02-2020,0.0,0.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,16.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0,43.0
16-02-2020,0.0,0.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,16.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0,41.0
17-02-2020,0.0,0.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,17.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0,43.0
18-02-2020,0.0,0.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,15.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0,45.0
19-02-2020,0.0,0.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,16.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0,48.0
20-02-2020,0.0,0.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,16.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0,35.0
21-02-2020,0.0,0.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,16.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0,40.0
22-02-2020,0.0,0.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,18.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0,37.0
23-02-2020,0.0,0.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,17.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0,40.0
24-02-2020,0.0,0.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,16.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0,38.0
25-02-2020,0.0,0.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,18.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0,36.0
26-02-2020,0.0,0.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,20.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0,34.0
27-02-2020,0.0,0.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,22.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0,29.0
28-02-2020,0.0,0.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,20.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0,30.0
29-02-2020,0.0,0.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,21.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0,18.0
01-03-2020,0.0,0.0,23.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,24.0,54.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0,17.0
02-03-2020,0.0,0.0,24.0,23.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,24.0,47.0,54.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0,22.0
03-03-2020,0.0,0.0,23.0,24.0,23.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,23.0,40.0,47.0,54.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0,16.0
04-03-2020,0.0,0.0,23.0,23.0,24.0,23.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,21.0,38.0,40.0,47.0,54.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0,19.0
05-03-2020,0.0,0.0,22.0,23.0,23.0,24.0,23.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,23.0,50.0,38.0,40.0,47.0,54.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0,28.0
06-03-2020,0.0,0.0,19.0,22.0,23.0,23.0,24.0,23.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,20.0,51.0,50.0,38.0,40.0,47.0,54.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0,40.0
07-03-2020,0.0,0.0,20.0,19.0,22.0,23.0,23.0,24.0,23.0,25.0,25.0,25.0,23.0,22.0,21.0,22.0,19.0,43.0,51.0,50.0,38.0,40.0,47.0,54.0,43.0,34.0,28.0,30.0,38.0,46.0,53.0,63.0
