Date,New Cases,Lockdown,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14
30-01-2020,0.0,0.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,19.0,19.0,15.0,15.0,16.0,16.0,18.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0,70.0,56.0,49.0,56.0,65.0,61.0,62.0
31-01-2020,0.0,0.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,19.0,19.0,15.0,15.0,16.0,16.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0,70.0,56.0,49.0,56.0,65.0,61.0
01-02-2020,0.0,0.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,19.0,19.0,15.0,15.0,16.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0,70.0,56.0,49.0,56.0,65.0
02-02-2020,0.0,0.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,19.0,19.0,15.0,15.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0,70.0,56.0,49.0,56.0
03-02-2020,0.0,0.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,19.0,19.0,15.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0,70.0,56.0,49.0
04-02-2020,0.0,0.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,19.0,19.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0,70.0,56.0
05-02-2020,0.0,0.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,19.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0,70.0
06-02-2020,0.0,0.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,17.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0,48.0
07-02-2020,0.0,0.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,18.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0,42.0
08-02-2020,0.0,0.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,20.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0,35.0
09-02-2020,0.0,0.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,20.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0,36.0
10-02-2020,0.0,0.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,22.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0,38.0
11-02-2020,0.0,0.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,21.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0,42.0
12-02-2020,0.0,0.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,18.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0,47.0
13-02-2020,0.0,0.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,16.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0,45.0
14-02-2020,0.0,0.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,18.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0,37.0
15-02-2020,0.0,0.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,17.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0,38.0
16-02-2020,0.0,0.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,16.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0,38.0
17-02-2020,0.0,0.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,17.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0,42.0
18-02-2020,0.0,0.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0,50.0
19-02-2020,0.0,0.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,19.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0,47.0
20-02-2020,0.0,0.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,19.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0,44.0
21-02-2020,0.0,0.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,19.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0,45.0
22-02-2020,0.0,0.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,17.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0,45.0
23-02-2020,0.0,0.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,17.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0,34.0
24-02-2020,0.0,0.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,19.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0,31.0
25-02-2020,0.0,0.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,22.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0,30.0
26-02-2020,0.0,0.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0,32.0
27-02-2020,0.0,0.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0,30.0
28-02-2020,0.0,0.0,28.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,24.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0,31.0
29-02-2020,0.0,0.0,25.0,28.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,23.0,27.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0,29.0
01-03-2020,0.0,0.0,26.0,25.0,28.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,37.0,27.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0,18.0
02-03-2020,0.0,0.0,27.0,26.0,25.0,28.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,31.0,37.0,27.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0,17.0
03-03-2020,0.0,0.0,26.0,27.0,26.0,25.0,28.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,26.0,33.0,31.0,37.0,27.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0,15.0
04-03-2020,0.0,0.0,26.0,26.0,27.0,26.0,25.0,28.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,26.0,27.0,33.0,31.0,37.0,27.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0,16.0
05-03-2020,0.0,0.0,25.0,26.0,26.0,27.0,26.0,25.0,28.0,26.0,25.0,22.0,22.0,24.0,24.0,26.0,25.0,28.0,27.0,33.0,31.0,37.0,27.0,25.0,24.0,28.0,33.0,37.0,36.0,29.0,25.0,22.0
