Date,New Cases,Lockdown,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14
30-01-2020,0.0,0.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,31.0,31.0,32.0,30.0,29.0,28.0,28.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0,64.0,69.0,73.0,73.0,70.0,72.0,77.0
31-01-2020,0.0,0.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,31.0,31.0,32.0,30.0,29.0,28.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0,64.0,69.0,73.0,73.0,70.0,72.0
01-02-2020,0.0,0.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,31.0,31.0,32.0,30.0,29.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0,64.0,69.0,73.0,73.0,70.0
02-02-2020,0.0,0.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,31.0,31.0,32.0,30.0,77.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0,64.0,69.0,73.0,73.0
03-02-2020,0.0,0.0,29.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,31.0,31.0,32.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0,64.0,69.0,73.0
04-02-2020,0.0,0.0,29.0,29.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,31.0,31.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0,64.0,69.0
05-02-2020,0.0,0.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,31.0,75.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0,64.0
06-02-2020,0.0,0.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,74.0,75.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0,68.0
07-02-2020,0.0,0.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,75.0,74.0,75.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0,69.0
08-02-2020,0.0,0.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,31.0,73.0,75.0,74.0,75.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,76.0,64.0,60.0
