Date,NewCases,Lockdown,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14
20-02-2020,0.0,0.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,23.0,23.0,23.0,23.0,26.0,25.0,25.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0,62.0,62.0,60.0,68.0,56.0,52.0,50.0
21-02-2020,0.0,0.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,23.0,23.0,23.0,23.0,26.0,25.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0,62.0,62.0,60.0,68.0,56.0,52.0
22-02-2020,0.0,0.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,23.0,23.0,23.0,23.0,26.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0,62.0,62.0,60.0,68.0,56.0
23-02-2020,0.0,0.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,23.0,23.0,23.0,23.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0,62.0,62.0,60.0,68.0
24-02-2020,0.0,0.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,23.0,23.0,23.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0,62.0,62.0,60.0
25-02-2020,0.0,0.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,23.0,23.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0,62.0,62.0
26-02-2020,0.0,0.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,23.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0,62.0
27-02-2020,0.0,0.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,25.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0,52.0
28-02-2020,0.0,0.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,26.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0,47.0
29-02-2020,0.0,0.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,27.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0,36.0
01-03-2020,0.0,0.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0,32.0
02-03-2020,0.0,0.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0,36.0
03-03-2020,0.0,0.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0,39.0
04-03-2020,0.0,0.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0,47.0
05-03-2020,0.0,0.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0,48.0
06-03-2020,0.0,0.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0,50.0
07-03-2020,0.0,0.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0,59.0
08-03-2020,0.0,0.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0,59.0
09-03-2020,1.0,0.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,24.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0,53.0
10-03-2020,3.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,26.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0,54.0
11-03-2020,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,26.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0,54.0
12-03-2020,1.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,24.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0,58.0
13-03-2020,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,24.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0,62.0
14-03-2020,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,26.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0,59.0
15-03-2020,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,25.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0,58.0
16-03-2020,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0,54.0
17-03-2020,3.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0,52.0
18-03-2020,3.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0,45.0
19-03-2020,0.0,0.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0,56.0
20-03-2020,0.0,0.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0,60.0
21-03-2020,4.0,0.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0,61.0
22-03-2020,4.0,0.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0,66.0
23-03-2020,6.0,0.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0,65.0
24-03-2020,1.0,0.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0,55.0
25-03-2020,8.0,1.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0,45.0
26-03-2020,3.0,1.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0,44.0
27-03-2020,4.0,1.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0,41.0
28-03-2020,2.0,1.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0,44.0
29-03-2020,0.0,1.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,27.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0,49.0
30-03-2020,1.0,1.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,27.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0,53.0
31-03-2020,4.0,1.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,27.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0,46.0
01-04-2020,3.0,1.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,27.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0,34.0
02-04-2020,0.0,1.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,28.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0,35.0
03-04-2020,0.0,1.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,28.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0,44.0
04-04-2020,4.0,1.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,31.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0,43.0
05-04-2020,2.0,1.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,28.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0,44.0
06-04-2020,2.0,1.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0,47.0
07-04-2020,3.0,1.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,29.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0,42.0
08-04-2020,1.0,1.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,27.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0,39.0
09-04-2020,5.0,1.0,29.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,47.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0,39.0
10-04-2020,3.0,1.0,28.0,29.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,42.0,47.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0,36.0
11-04-2020,2.0,1.0,28.0,28.0,29.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,38.0,42.0,47.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0,31.0
12-04-2020,3.0,1.0,28.0,28.0,28.0,29.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,30.0,38.0,42.0,47.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0,29.0
13-04-2020,1.0,1.0,28.0,28.0,28.0,28.0,29.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,25.0,30.0,38.0,42.0,47.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0,29.0
14-04-2020,3.0,1.0,28.0,28.0,28.0,28.0,28.0,29.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,20.0,25.0,30.0,38.0,42.0,47.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0,29.0
15-04-2020,2.0,1.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,27.0,29.0,29.0,29.0,29.0,28.0,29.0,28.0,21.0,20.0,25.0,30.0,38.0,42.0,47.0,52.0,49.0,47.0,43.0,31.0,32.0,34.0,30.0
