Date,NewCases,Lockdown,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14
26-02-2020,0.0,0.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,29.0,30.0,29.0,29.0,29.0,29.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0,71.0,77.0,76.0,78.0,76.0,73.0,71.0
27-02-2020,0.0,0.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,29.0,30.0,29.0,29.0,29.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0,71.0,77.0,76.0,78.0,76.0,73.0
28-02-2020,0.0,0.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,29.0,30.0,29.0,29.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0,71.0,77.0,76.0,78.0,76.0
29-02-2020,0.0,0.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,29.0,30.0,29.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0,71.0,77.0,76.0,78.0
01-03-2020,0.0,0.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,29.0,30.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0,71.0,77.0,76.0
02-03-2020,0.0,0.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,29.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0,71.0,77.0
03-03-2020,0.0,0.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0,71.0
04-03-2020,0.0,0.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0,78.0
05-03-2020,0.0,0.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,29.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0,74.0
06-03-2020,0.0,0.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,29.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0,72.0
07-03-2020,0.0,0.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,31.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0,67.0
08-03-2020,0.0,0.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,30.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0,70.0
09-03-2020,0.0,0.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,29.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0,74.0
10-03-2020,0.0,0.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,29.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0,76.0
11-03-2020,0.0,0.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,29.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0,76.0
12-03-2020,0.0,0.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0,75.0
13-03-2020,0.0,0.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,31.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0,74.0
14-03-2020,0.0,0.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0,74.0
15-03-2020,0.0,0.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0,72.0
16-03-2020,1.0,0.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0,72.0
17-03-2020,0.0,0.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,30.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0,76.0
18-03-2020,0.0,0.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,30.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0,74.0
19-03-2020,1.0,0.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0,76.0
20-03-2020,6.0,0.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0,71.0
21-03-2020,6.0,0.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0,71.0
22-03-2020,5.0,0.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0,74.0
23-03-2020,19.0,0.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0,75.0
24-03-2020,6.0,0.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0,74.0
25-03-2020,0.0,1.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0,75.0
26-03-2020,3.0,1.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0,75.0
27-03-2020,34.0,1.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0,76.0
28-03-2020,1.0,1.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0,68.0
29-03-2020,7.0,1.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0,68.0
30-03-2020,17.0,1.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0,72.0
31-03-2020,2.0,1.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,30.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0,69.0
01-04-2020,12.0,1.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,32.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0,72.0
02-04-2020,8.0,1.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0,75.0
03-04-2020,7.0,1.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,31.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0,72.0
04-04-2020,6.0,1.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0,67.0
05-04-2020,1.0,1.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0,72.0
06-04-2020,9.0,1.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0,75.0
07-04-2020,4.0,1.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0,73.0
08-04-2020,1.0,1.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0,72.0
09-04-2020,4.0,1.0,31.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,72.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0,73.0
10-04-2020,3.0,1.0,32.0,31.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,69.0,72.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0,75.0
11-04-2020,2.0,1.0,33.0,32.0,31.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,72.0,69.0,72.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0,77.0
12-04-2020,0.0,1.0,34.0,33.0,32.0,31.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,76.0,72.0,69.0,72.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0,75.0
13-04-2020,0.0,1.0,34.0,34.0,33.0,32.0,31.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,77.0,76.0,72.0,69.0,72.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0,75.0
14-04-2020,1.0,1.0,34.0,34.0,34.0,33.0,32.0,31.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,76.0,77.0,76.0,72.0,69.0,72.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0,76.0
15-04-2020,0.0,1.0,34.0,34.0,34.0,34.0,33.0,32.0,31.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,75.0,76.0,77.0,76.0,72.0,69.0,72.0,75.0,71.0,73.0,75.0,75.0,76.0,76.0,74.0
