diagnosed_date,detected_state,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14,China,USA,Middle_East,Europe_Ex_Italy,Italy,South_East_Asia,newCases,Recovered,Deceased,Lockdown
05-04-2020,Madhya Pradesh,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,30.0,30.0,29.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,24.0,28.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,1.0
05-04-2020,Madhya Pradesh,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,30.0,30.0,29.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,24.0,28.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,1.0
05-04-2020,Madhya Pradesh,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,30.0,30.0,29.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,24.0,28.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
08-04-2020,Madhya Pradesh,31.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,33.0,30.0,29.0,28.0,31.0,30.0,25.0,20.0,16.0,14.0,14.0,15.0,19.0,21.0,20.0,21.0,19.0,30.0,49.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,3.0,1.0
06-04-2020,Madhya Pradesh,31.0,31.0,28.0,29.0,28.0,29.0,30.0,30.0,29.0,27.0,27.0,27.0,28.0,29.0,28.0,25.0,34.0,38.0,18.0,18.0,19.0,27.0,32.0,35.0,48.0,55.0,51.0,36.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
22-03-2020,Madhya Pradesh,30.0,27.0,27.0,27.0,27.0,28.0,26.0,23.0,24.0,23.0,25.0,25.0,25.0,24.0,24.0,22.0,21.0,21.0,28.0,23.0,21.0,20.0,21.0,15.0,22.0,33.0,35.0,36.0,29.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
25-03-2020,Madhya Pradesh,30.0,31.0,29.0,30.0,27.0,27.0,27.0,27.0,28.0,26.0,23.0,24.0,23.0,25.0,25.0,30.0,26.0,24.0,22.0,21.0,21.0,28.0,23.0,21.0,20.0,21.0,15.0,22.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0
27-03-2020,Madhya Pradesh,26.0,28.0,30.0,31.0,29.0,30.0,27.0,27.0,27.0,27.0,28.0,26.0,23.0,24.0,23.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,21.0,28.0,23.0,21.0,20.0,21.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0
02-04-2020,Madhya Pradesh,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,27.0,27.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0
02-04-2020,Madhya Pradesh,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,27.0,27.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0
